type	index	image	round	question	A	B	C	D	answer
frg	663	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page3_图1公司发展历程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page13_图17管路供应商认证流程.jpg	1	假设公司在2023年上市后，其股票价格在接下来的一年内上涨了50%，同时市场整体表现平稳。基于此信息和公司的发展历程，以下哪种情况最有可能导致这种股价上涨？	公司成功开发了新的核心部件，提高了市场竞争力	公司进行了大规模的并购活动	公司大幅削减了运营成本	公司管理层更换，引入了新的管理团队	A
frg	664	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page30_图43石英玻璃在半导体产业链中主要应用于中游芯片制造环节.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	第二张图显示的光伏产业链中，上游部分包括哪些材料和设备？	单晶硅棒、多晶硅锭	薄膜光伏组件、逆变器	单晶电池、多晶电池	光伏发电系统、薄膜光伏组件	A
frg	665	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page30_图43石英玻璃在半导体产业链中主要应用于中游芯片制造环节.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	结合两张图分析，如果石英股份公司计划扩大其在半导体和光伏产业中的市场份额，最有效的策略是什么？	增加对芯片设计的投资	提高封装测试设备的产能	加大石英坩埚和拉晶炉的研发投入	扩展下游需求产品的种类	C
frg	666	data/figure/frg/2024-01-08--半导体-圣邦股份-泛模拟平台成型，厚积薄发开启新一轮成长_page7_图7电子系统中的模拟芯片.jpg,data/figure/frg/2024-01-08--半导体-圣邦股份-泛模拟平台成型，厚积薄发开启新一轮成长_page6_图62022年半导体市场规模构成.jpg	1	根据图2，2022年半导体市场中哪一类产品规模最大？	集成电路	光电子	分立器件	传感器	A
frg	667	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page6_图7公司股权架构图截至2024年2月7日.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图13汽车尼龙管路行业产业链.jpg	1	根据图7，溯联股份的最大股东是谁？	韩宗俊	韩啸	周庭海	深圳南海成长同赢股权投资基金	A
frg	668	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page6_图7公司股权架构图截至2024年2月7日.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图13汽车尼龙管路行业产业链.jpg	1	如果溯联股份的股权结构发生变化，最大股东持股比例下降至20%，那么其他股东的持股比例将如何变化？	所有其他股东的持股比例均增加	只有第二大股东的持股比例增加	其他股东的持股比例不变	其他股东的持股比例可能增加或减少，取决于新进入的股东持股情况	D
frg	669	data/figure/frg/2024-07-26--汽车零部件-继峰股份-首次覆盖深度报告：多元业态协同发展，内饰专家开启全球新征程_page4_图2股权结构.jpg,data/figure/frg/2024-07-26--汽车零部件-继峰股份-首次覆盖深度报告：多元业态协同发展，内饰专家开启全球新征程_page3_图1公司发展历程.jpg	1	根据股权结构图，宁波继弘持有继峰股份的股权比例是多少？	11.60%	21.27%	9.39%	6.82%	B
frg	670	data/figure/frg/2024-07-26--汽车零部件-继峰股份-首次覆盖深度报告：多元业态协同发展，内饰专家开启全球新征程_page4_图2股权结构.jpg,data/figure/frg/2024-07-26--汽车零部件-继峰股份-首次覆盖深度报告：多元业态协同发展，内饰专家开启全球新征程_page3_图1公司发展历程.jpg	1	继峰股份在2015年取得了什么重要成就？	成为一汽-大众A级供应商	自主研发设计的头枕产品被应用于吉利公司新车型	完成对格拉默的收购	获得首个乘用车座椅项目定点	B
frg	671	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page2_图1丸美股份发展历程.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	根据图片内容，丸美股份在2020年推出了哪款产品？	黑科技导入仪眼霜	第二代全新升级小红笔眼霜	恋火品牌PL看不见粉底液	重组双胶原蛋白精华	A
frg	672	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page2_图1丸美股份发展历程.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	根据图片内容，丸美股份在2023年的主要战略是什么？	推出小红蝎精华	举办第三届重组胶原蛋白科学家论坛	加强抖音内容种草和心智建设	收购韩国彩妆品牌恋火	C
frg	673	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page2_图1丸美股份发展历程.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg	1	根据图片内容，丸美股份在2021年进行了哪些组织架构调整？并结合金融知识分析这些调整对公司的财务表现可能产生的影响。	自建超200人的电商团队，发力线上自营；可能导致成本增加但长期提升盈利能力	成立‘内容电商部’、‘平台电商部’、‘会员部’三个板块；可能导致短期投入增加但长期增强用户粘性	优化直播流程与机制，精炼直播的内容话术；可能导致短期销售费用增加但长期提升品牌影响力	设立以天猫为代表的货架电商部、以抖快为代表的自播电商部和达播电商部；可能导致渠道成本增加但长期拓展销售渠道	D
frg	674	data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page11_图表8国内LED照明行业发展历程.jpg,data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page10_图表7LED照明上下游产业链及相关上市公司.jpg	1	根据图表8，2016-2020年国内LED照明行业处于哪个阶段？	快速发展阶段	替代传统阶段	加速创新阶段	新发展阶段	C
frg	675	data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page11_图表8国内LED照明行业发展历程.jpg,data/figure/frg/2024-01-14--电网设备-崧盛股份-深度报告：智能基地投产降本增效，出海战略剑指世界舞台_page10_图表7LED照明上下游产业链及相关上市公司.jpg	1	根据图表7，以下哪项不属于LED照明产业链的上游部分？	变压器	MOS管	驱动电源	IC	C
frg	676	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page12_图15产业链下游变化情况.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	根据图1，传统汽车热管理系统的需求端主要集中在哪个环节？	整车厂	电池制造商	三电管理系统制造商	热交换器制造商	A
frg	677	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page12_图15产业链下游变化情况.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	根据图2，快速接头生产工艺流程中，原材料和密封圈在哪个环节进行检验？	进货检验	存储	领料	干燥	A
frg	678	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page12_图15产业链下游变化情况.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	结合图1和图2，如果新能源车热管理系统的复杂性增加导致生产成本上升，那么这种成本上升最可能影响到哪个环节的利润？	整车厂	电池制造商	三电管理系统制造商	热交换器制造商	A
frg	679	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	根据图36，高纯石英砂生产工艺流程中，预处理阶段包括哪些步骤？	粗碎、细碎、磨矿	浮选、磁选、粒度分选	高温氯化、酸浸处理、高温煅烧	初洗、冲洗、净化涂层	A
frg	680	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	在图29的石英坩埚生产流程中，哪个环节是最后一个步骤？	电弧熔制	自动水喷研磨	成品检验	检验入库	D
frg	681	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page24_图36高纯石英砂生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg	1	如果石英股份公司计划提高其高纯石英砂的产量，同时保持产品质量不变，以下哪种策略最有可能实现这一目标？	增加实验室模拟次数	优化物理处理和化学处理过程中的设备效率	减少高温煅烧的时间	降低石英砂准备阶段的成本	B
frg	682	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page5_图2石英股份股权结构.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图26光伏石英产业链主要企业.jpg	1	根据图2，石英股份的主要股东中，哪一家公司的持股比例最高？	富腾发展有限公司	邵静	香港中央结算有限公司	陈培荣	A
frg	683	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page5_图2石英股份股权结构.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图26光伏石英产业链主要企业.jpg	1	根据图1，江苏太平洋石英股份有限公司的子公司中，哪家公司持有51%的股权？	连云港强邦石英制品有限公司	上海泛石新材料开发有限公司	连云港太平洋金浩石英制品有限公司	浙江岐达科技股份有限公司	A
frg	684	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	根据石英坩埚生产工艺流程图，以下哪个步骤是电弧熔制之后的直接步骤？	初洗	自动水喷研磨	半成品自动检验	坏埚初检	D
frg	685	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	在光伏产业链构成图中，单晶硅片和多晶硅片分别用于生产哪种类型的电池？	单晶硅片用于生产单晶电池，多晶硅片用于生产多晶电池	单晶硅片用于生产多晶电池，多晶硅片用于生产单晶电池	单晶硅片和多晶硅片都用于生产薄膜光伏组件	单晶硅片用于生产逆变器，多晶硅片用于生产光伏组件	A
frg	686	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page16_图29石英坩埚生产工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page14_图25光伏产业链构成.jpg	1	结合石英坩埚生产工艺流程图和光伏产业链构成图，如果石英股份公司计划扩大产能以满足下游光伏产业的需求增长，以下哪项措施最有可能提高其盈利能力？	增加石英砂准备环节的投入	优化自动切边、倒角工艺以提高生产效率	投资研发更高效的电弧熔制技术	加强与上游多晶硅料供应商的合作以确保原材料供应稳定	D
frg	687	data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page4_图3公司股权结构图截至2024年1月4日.jpg,data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page3_图1公司发展历程.jpg	1	根据股权结构图，成都豪能科技股份有限公司的最大股东是谁？	向朝东	徐应超	向星星	其他股东	A
frg	688	data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page4_图3公司股权结构图截至2024年1月4日.jpg,data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page3_图1公司发展历程.jpg	1	根据公司发展历程图，成都豪能科技股份有限公司在哪一年上市？	2008年	2017年	2020年	2023年	B
frg	689	data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page4_图3公司股权结构图截至2024年1月4日.jpg,data/figure/frg/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page3_图1公司发展历程.jpg	1	假设成都豪能科技股份有限公司计划在未来几年内进一步扩大其在航空航天领域的市场份额，以下哪项措施最有可能实现这一目标？	增加对泸州豪能传动技术有限公司的投资	收购更多与航空航天相关的公司	减少对重庆豪能传动技术有限公司的持股比例	发行可转债以筹集资金用于新能源汽车用电机轴项目	B
frg	690	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page3_图1公司发展历程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图13汽车尼龙管路行业产业链.jpg	1	根据公司发展历程，2019年新能源热管理系统水管产品开始向客户批量供货，这可能对公司财务报表产生什么影响？	增加研发费用	减少销售成本	提高营业收入	降低净利润	C
frg	691	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page3_图1公司发展历程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图13汽车尼龙管路行业产业链.jpg	1	从汽车尼龙管路行业产业链图中可以看出，上游行业的快速接头对本行业的影响是什么？	直接影响生产成本	间接影响产品质量	不影响生产效率	仅影响下游行业	A
frg	692	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page3_图1公司发展历程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图13汽车尼龙管路行业产业链.jpg	1	结合公司发展历程和行业产业链图，如果公司在2023年6月上市后计划扩大产能，最有可能采取的融资方式是什么？	发行股票	银行贷款	发行债券	内部留存收益	A
frg	693	data/figure/frg/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page4_图表3公司股权结构及重要子公司股权变化后.jpg,data/figure/frg/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page15_图表30公司间接控股长电绍兴股份19.jpg	1	根据图2，长电绍兴的股东中，持股比例最高的是哪家公司？	绍兴越新数科	国家集成电路产业投资基金	长电科技管理有限公司	浙江省产业基金	A
frg	694	data/figure/frg/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page4_图表3公司股权结构及重要子公司股权变化后.jpg,data/figure/frg/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page15_图表30公司间接控股长电绍兴股份19.jpg	1	如果长电科技计划通过增发新股来筹集资金，并且希望保持现有最大股东的地位不变，那么它应该选择哪种方式？	向所有股东按比例增发新股	向特定投资者定向增发新股	向公众公开增发新股	向大股东定向增发新股	D
frg	695	data/figure/frg/2024-07-31--电子元件-朗鸿科技-数码防盗行业翘楚，份额不断提升_page4_图2朗鸿科技股权结构图截至2024年6月30日.jpg,data/figure/frg/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page7_图8并行科技股权结构截至2024年4月30日.jpg	1	根据朗鸿科技股份有限公司的股权结构图，谁是实际控制人？	刘伟	胡国芳	忻宏	李健	C
frg	696	data/figure/frg/2024-07-31--电子元件-朗鸿科技-数码防盗行业翘楚，份额不断提升_page4_图2朗鸿科技股权结构图截至2024年6月30日.jpg,data/figure/frg/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page7_图8并行科技股权结构截至2024年4月30日.jpg	1	在并行科技有限公司的股权结构中，哪个股东持有最多的股份？	陈健	信健投资	汇健科技	其他股东	A
frg	697	data/figure/frg/2024-07-31--电子元件-朗鸿科技-数码防盗行业翘楚，份额不断提升_page4_图2朗鸿科技股权结构图截至2024年6月30日.jpg,data/figure/frg/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page7_图8并行科技股权结构截至2024年4月30日.jpg	1	假设并行科技有限公司计划进行一次股权重组，将所有股东的持股比例调整为相等，那么重组后每个股东将持有多少股份？	5%	10%	15%	无法确定	D
frg	698	data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page7_图2截至2024年6月公司组织结构稳定8个子公司分工明确.jpg,data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page6_图1公司深耕真空激光印刷三项平台型技术HJT整线泛半导体设备全面发展.jpg	1	根据图1，苏州迈为科技股份有限公司的控股股东是谁？	周剑	王正根	上海浩视仪器科技有限公司	吴江东运创业投资有限公司	A
frg	699	data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page7_图2截至2024年6月公司组织结构稳定8个子公司分工明确.jpg,data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page6_图1公司深耕真空激光印刷三项平台型技术HJT整线泛半导体设备全面发展.jpg	1	根据图2，苏州迈为科技股份有限公司在2019年取得了哪些重要成就？	推出双头双轨丝印机	自研HJT PECVD、丝网印刷设备搬入合肥通威，产线效率5000片/小时	国内首套OLED G6-half激光切割整线设备交付	成功研发Mini LED晶圆划裂设备、Micro LED晶圆剥离设备	B
frg	700	data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page7_图2截至2024年6月公司组织结构稳定8个子公司分工明确.jpg,data/figure/frg/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page6_图1公司深耕真空激光印刷三项平台型技术HJT整线泛半导体设备全面发展.jpg	1	假设苏州迈为科技股份有限公司计划在未来几年内进一步扩大其在光伏设备市场的份额，以下哪种策略最有可能帮助其实现这一目标？	增加对现有产品的研发投入以提高性能	通过并购或合资方式进入新的市场领域	减少对半导体设备的研发投入，专注于光伏设备	加强与现有客户的合作关系，同时开发新的客户群体	D
frg	701	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page13_图17管路供应商认证流程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	根据图17，第三方IATF16949质量管理体系认证需要多长时间？	一个月左右	两个月左右	三个月左右	四个月左右	B
frg	702	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page13_图17管路供应商认证流程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	根据图14，快速接头生产工艺流程中，原材料和密封圈的检验分别在哪个环节进行？	原材料进货检验、密封圈进货检验	原材料存储、密封圈存储	原材料领料、密封圈领料	部件注塑成型、部件检验	A
frg	703	data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page13_图17管路供应商认证流程.jpg,data/figure/frg/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page11_图14快速接头生产工艺流程图.jpg	1	假设某汽车零部件供应商通过了第三方IATF16949质量管理体系认证，并且各整车厂质量认证和综合评审考核顺利通过，那么从产品开发到批量生产大约需要多少年？	0-1年	1-2年	2-3年	3-4年	B
frg	704	data/figure/frg/2024-09-19--医疗器械-联影医疗-国产医疗影像设备先驱，创新引领志在全球发展_page6_图表2公司股权结构截至2024年9月.jpg,data/figure/frg/2024-07-23--医疗器械-澳华内镜-国产软镜龙头，旗舰机型引领新成长_page4_图公司股权结构图截至2024年3月31日.jpg	1	根据第一张图，上海联影医疗科技股份有限公司的最大股东是谁？	博蒂科	上海国资委	联影集团	宁波影聚	A
frg	705	data/figure/frg/2024-09-19--医疗器械-联影医疗-国产医疗影像设备先驱，创新引领志在全球发展_page6_图表2公司股权结构截至2024年9月.jpg,data/figure/frg/2024-07-23--医疗器械-澳华内镜-国产软镜龙头，旗舰机型引领新成长_page4_图公司股权结构图截至2024年3月31日.jpg	1	根据第二张图，澳华内镜的前两大股东分别是谁？	顾小舟和顾康	高燊有限公司和谢天宇	华夏创新未来混合型证券投资基金和苏州君联欣康创业投资合伙企业	中欧医疗健康混合型证券投资基金和上海小洲光电科技有限公司	A
frg	706	data/figure/frg/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page24_图表40公司业务发展商和终端客户的关系图.jpg,data/figure/frg/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page10_图表14公司股权结构截止2023年第三季度.jpg	1	根据图表40，业务发展商与公司之间的关系是什么？	竞争关系	合作关系	客户关系	供应商关系	B
frg	707	data/figure/frg/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page24_图表40公司业务发展商和终端客户的关系图.jpg,data/figure/frg/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page10_图表14公司股权结构截止2023年第三季度.jpg	1	根据图表14，华荣科技股份有限公司的最大股东是谁？	胡志明	李妙华	香港中央结算有限公司	UBS AG	A
frg	708	data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page5_图2科达制造股权结构截至2024年一季报.jpg,data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page28_图39蓝科锂业股权结构截至2024年一季度末.jpg	1	根据第一张图，科达制造的主要股东中，谁的持股比例最高？	梁桐灿	广东联塑科技实业有限公司	卢勤	新华联控股有限公司	A
frg	709	data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page5_图2科达制造股权结构截至2024年一季报.jpg,data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page28_图39蓝科锂业股权结构截至2024年一季度末.jpg	1	根据第二张图，青海盐湖蓝科锂业股份有限公司的最大股东是谁？	青海省国资委	盐湖股份	青海盐湖资源综合利用技术创新中心有限公司	青海威力新能源材料有限公司	B
frg	710	data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page5_图2科达制造股权结构截至2024年一季报.jpg,data/figure/frg/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page28_图39蓝科锂业股权结构截至2024年一季度末.jpg	1	根据两张图，如果科达制造计划通过其子公司Tilemaster Investment Limited进行海外扩张，最有可能选择哪个市场作为切入点？	非洲建材市场	欧洲市场	亚洲市场	南美市场	A
frg	711	data/figure/frg/2024-07-24--光伏设备-德业股份-亚非拉光储爆发，领军者行稳致远_page5_no_caption.jpg,data/figure/frg/2024-07-24--光伏设备-德业股份-亚非拉光储爆发，领军者行稳致远_page5_图表1公司股权结构图.jpg	1	根据图表1，德业股份在2007-2015年期间的主要业务是什么？	生产家用空调热交换器	生产注塑件、模具、钣金件等产品	成为美的全球三家变频控制解决方案供应商之一	进入光伏逆变器产业	C
frg	712	data/figure/frg/2024-07-24--光伏设备-德业股份-亚非拉光储爆发，领军者行稳致远_page5_no_caption.jpg,data/figure/frg/2024-07-24--光伏设备-德业股份-亚非拉光储爆发，领军者行稳致远_page5_图表1公司股权结构图.jpg	1	结合图表1和图表2，如果德业股份在2021年逆变器收入突破10亿元，且张和君持有公司99.00%的股权，那么张和君从逆变器业务中获得的收益大约是多少？	9.9亿元	10亿元	9.99亿元	无法确定	A
frg	713	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page19_图24公司渠道结构.jpg	1	根据2020年至2023年的公司线上转型历程，丸美股份在2021年采取了什么措施？	将‘丸美天猫旗舰店’由第三方代运营调整为自营	自建超200人的电商团队	成立‘内容电商部’、‘平台电商部’、‘会员部’三个板块	设立以天猫为代表的货架电商部、以抖快为代表的自播电商部和达播电商部	A
frg	714	data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page20_图27公司线上转型历程.jpg,data/figure/frg/2024-01-19--美容护理-丸美股份-首次覆盖报告：主品牌蓄力调整可期，恋火打开彩妆第二增长曲线_page19_图24公司渠道结构.jpg	1	结合2020年至2023年的公司线上转型历程和图24公司渠道结构，以下哪项措施最有可能提高丸美股份的线上销售业绩？	加强抖音内容种草和心智建设，重视超头KOL，扩大中腰达人覆盖，深度绑定心智达人	自建超200人的电商团队，发力线上自营	优化直播流程与机制，精炼直播的内容话术，加强主播的培训与学习	发挥平台优势，将天猫旗舰店作为货架电商核心，重点发力核心单品	D
frg	715	data/figure/frg/2024-05-13--光伏设备-福莱特-玻璃龙头，盈利上行_page6_图3公司股权结构.jpg,data/figure/frg/2024-05-22--光伏设备-阳光电源-光储双轮驱动，龙头昂扬奋发_page5_图表1公司股权结构图.jpg	1	根据福莱特玻璃集团股份有限公司的股权结构图，实际控制人中持股比例最高的是？	阮洪良	阮泽云	姜瑾华	赵晓非	A
frg	716	data/figure/frg/2024-05-13--光伏设备-福莱特-玻璃龙头，盈利上行_page6_图3公司股权结构.jpg,data/figure/frg/2024-05-22--光伏设备-阳光电源-光储双轮驱动，龙头昂扬奋发_page5_图表1公司股权结构图.jpg	1	阳光电源的股东中，持股比例最高的股东是？	曹仁贤	香港中央结算有限公司	合肥汇卓	易方达创业板ETF	A
frg	717	data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page31_图44集成电路晶圆制造工艺流程.jpg,data/figure/frg/2024-01-29--非金属材料-石英股份-公司首次覆盖报告：石英技术行业领先，下游放量成长加速_page13_图23高纯石英应用领域.jpg	1	根据图44，集成电路晶圆制造工艺流程中，光掩膜制造的步骤顺序是什么？	电路设计 -> 光掩膜设计 -> 光掩膜生产 -> 光掩膜检测	光掩膜设计 -> 电路设计 -> 光掩膜生产 -> 光掩膜检测	光掩膜生产 -> 电路设计 -> 光掩膜设计 -> 光掩膜检测	光掩膜检测 -> 光掩膜设计 -> 电路设计 -> 光掩膜生产	A
