index	image	information	round	question	answer
35	data/figure/L3Q3_4/图片48.jpg,data/figure/L3Q3_4/图片49.jpg,data/figure/L3Q3_4/图片50.jpg	甲公司是一家制造业上市公司，乙公司是一家制造业非上市公司，两家公司生产产品不同，且非关联方关系。甲公司发现乙公司的目标客户多是小微企业，与甲公司的市场能有效互补，拟于 2020 年末通过对乙公司原股东非公开增发新股的方式换取乙公司 100%股权以实现对其的收购。目前，甲公司已完成该项目的可行性分析，拟采用实体现金流量折现法估计乙公司价值。相关资料如下：（1）乙公司成立于 2017 年初，截至目前仅运行了 4 年，但客户数量增长较快。乙公司 2017～2020 年主要财务报表数据如图1,图2。乙公司货币资金均为经营活动所需，财务费用均为利息支出。（2）甲公司预测，乙公司从 2021 年、2022 年营业收入分别增长 20%、12%，自 2023 年开始进入增长率为 4%的稳定增长状态。假设收购不影响乙公司正常运营，收购后乙公司净经营资产周转率、税后经营净利率按 2017～2020 年的算术平均值估计。假设所有现金流量均发生在年末，资产负债表期末余额代表全年平均水平。（3）乙公司目标资本结构（净负债/股东权益）为 2/3。等风险债券税前资本成本 8%；普通股β系数1.4，无风险报酬率 4%，市场组合的必要报酬率 9%。企业所得税税率 25%。（4）甲公司非公开增发新股的发行价格按定价基准日前 20 个交易日公司股票价格均价的 80%确定。定价基准日前 20 个交易日相关交易信息如图3。	2	采用资本资产定价模型，估计乙公司的股权资本成本。	0.11
35	data/figure/L3Q3_4/图片48.jpg,data/figure/L3Q3_4/图片49.jpg,data/figure/L3Q3_4/图片50.jpg	甲公司是一家制造业上市公司，乙公司是一家制造业非上市公司，两家公司生产产品不同，且非关联方关系。甲公司发现乙公司的目标客户多是小微企业，与甲公司的市场能有效互补，拟于 2020 年末通过对乙公司原股东非公开增发新股的方式换取乙公司 100%股权以实现对其的收购。目前，甲公司已完成该项目的可行性分析，拟采用实体现金流量折现法估计乙公司价值。相关资料如下：（1）乙公司成立于 2017 年初，截至目前仅运行了 4 年，但客户数量增长较快。乙公司 2017～2020 年主要财务报表数据如图1,图2。乙公司货币资金均为经营活动所需，财务费用均为利息支出。（2）甲公司预测，乙公司从 2021 年、2022 年营业收入分别增长 20%、12%，自 2023 年开始进入增长率为 4%的稳定增长状态。假设收购不影响乙公司正常运营，收购后乙公司净经营资产周转率、税后经营净利率按 2017～2020 年的算术平均值估计。假设所有现金流量均发生在年末，资产负债表期末余额代表全年平均水平。（3）乙公司目标资本结构（净负债/股东权益）为 2/3。等风险债券税前资本成本 8%；普通股β系数1.4，无风险报酬率 4%，市场组合的必要报酬率 9%。企业所得税税率 25%。（4）甲公司非公开增发新股的发行价格按定价基准日前 20 个交易日公司股票价格均价的 80%确定。定价基准日前 20 个交易日相关交易信息如图3。	3	假设乙公司净负债按 2020 年末账面价值计算，估计 2020 年末乙公司股权价值。	25213.44
36	data/figure/L3Q3_4/图片51.jpg,data/figure/L3Q3_4/图片52.jpg	甲公司是一家小家电制造企业，只产销 X 产品。公司采用完全成本法核算产品成本，每年按实际产量分配固定制造费用，采用先进先出法进行存货计价。2022 年末，总经理收到会计部门转来的利润表后，比较了 2022 年和 2021 年的税前经营利润，发现了一个奇怪的现象：2022 年销量比 2021 年增加 24%，但税前经营利润却大幅下降。公司管理层就此问题进行了讨论，财务经理建议采用变动成本法重新核算产品成本，然后再作分析。相关资料如图所示：	1	分别计算 2021 年X 产品在完全成本法下的单位产品成本。	45
36	data/figure/L3Q3_4/图片51.jpg,data/figure/L3Q3_4/图片52.jpg	甲公司是一家小家电制造企业，只产销 X 产品。公司采用完全成本法核算产品成本，每年按实际产量分配固定制造费用，采用先进先出法进行存货计价。2022 年末，总经理收到会计部门转来的利润表后，比较了 2022 年和 2021 年的税前经营利润，发现了一个奇怪的现象：2022 年销量比 2021 年增加 24%，但税前经营利润却大幅下降。公司管理层就此问题进行了讨论，财务经理建议采用变动成本法重新核算产品成本，然后再作分析。相关资料如图所示：	2	计算 2022 年 X 产品在变动成本法下的单位产品成本。	15
36	data/figure/L3Q3_4/图片51.jpg,data/figure/L3Q3_4/图片52.jpg	甲公司是一家小家电制造企业，只产销 X 产品。公司采用完全成本法核算产品成本，每年按实际产量分配固定制造费用，采用先进先出法进行存货计价。2022 年末，总经理收到会计部门转来的利润表后，比较了 2022 年和 2021 年的税前经营利润，发现了一个奇怪的现象：2022 年销量比 2021 年增加 24%，但税前经营利润却大幅下降。公司管理层就此问题进行了讨论，财务经理建议采用变动成本法重新核算产品成本，然后再作分析。相关资料如图所示：	3	分别计算 2021 年、2022 年 X 产品在完全成本法下和变动成本法下的税前经营利润及其差异。	360000
37	data/figure/L3Q3_4/图片53.jpg	甲公司是一家新型建筑材料生产企业，为做好 2017 年财务计划，拟进行财务报表分析和预测。相关资料如下：（1）甲公司 2016 年主要财务数据如图所示。（2）公司没有优先股且没有外部股权融资计划，股东权益变动均来自留存收益。公司采用固定股利支付率政策，股利支付率 60%。（3）销售部门预测 2017 年公司营业收入增长率 10%。（4）甲公司的企业所得税税率 25%。	1	假设 2017 年甲公司除长期借款外所有资产和负债与营业收入保持 2016 年的百分比关系，所有成本费用与营业收入的占比关系维持 2016 年水平，用销售百分比法初步测算公司 2017 年融资总需求和外部融资需求。	900 174
37	data/figure/L3Q3_4/图片53.jpg	甲公司是一家新型建筑材料生产企业，为做好 2017 年财务计划，拟进行财务报表分析和预测。相关资料如下：（1）甲公司 2016 年主要财务数据如图所示。（2）公司没有优先股且没有外部股权融资计划，股东权益变动均来自留存收益。公司采用固定股利支付率政策，股利支付率 60%。（3）销售部门预测 2017 年公司营业收入增长率 10%。（4）甲公司的企业所得税税率 26%。	2	假设 2017 年甲公司除货币资金、长期借款外所有资产和负债与营业收入保持 2016 年的百分比关系，除财务费用和所得税费用外所有成本费用与营业收入的占比关系维持 2016 年水平，2017 年新增财务费用按新增长期借款期初借入计算，所得税费用按当年利润总额计算。为满足资金需求，甲公司根据要求（1）的初步测算结果，以百万元为单位向银行申请贷款，贷款利率 8%，贷款金额超出融资需求的部分计入货币资金。预测公司 2017 年末负债及股东权益总计。	13228.4
37	data/figure/L3Q3_4/图片53.jpg	甲公司是一家新型建筑材料生产企业，为做好 2017 年财务计划，拟进行财务报表分析和预测。相关资料如下：（1）甲公司 2016 年主要财务数据如图所示。（2）公司没有优先股且没有外部股权融资计划，股东权益变动均来自留存收益。公司采用固定股利支付率政策，股利支付率 60%。（3）销售部门预测 2017 年公司营业收入增长率 10%。（4）甲公司的企业所得税税率 27%。	3	假设 2017 年甲公司除货币资金、长期借款外所有资产和负债与营业收入保持 2016 年的百分比关系，除财务费用和所得税费用外所有成本费用与营业收入的占比关系维持 2016 年水平，2017 年新增财务费用按新增长期借款期初借入计算，所得税费用按当年利润总额计算。为满足资金需求，甲公司根据要求（1）的初步测算结果，以百万元为单位向银行申请贷款，贷款利率 8%，贷款金额超出融资需求的部分计入货币资金。预测公司 2017 年度净利润。	1821
38	data/figure/L3Q3_4/图片54.jpg	某公司2013年的财务报表数据摘要如图所示（单位：万元）预计2014年~2015年的销售收入增长率为10%,2016年及以后销售收入增长率降低为8%。 假设今后保持2013年的年末各项资产的周转率和资本结构(金融负债和股东权益)不变，经营流动负债和经营长期负债与销售收入同比例增长。各项营业成本费用与收入同比例增长，各项所得税税率均为25%。企业的筹资政策是:权益资本的筹集优先选择利润留存， 不足部分考虑增发普通股，剩余部分全部派发股利；债务资本的筹集选择长期借款，长期借款的年利率以及计息方式均保持2013的水平不变。 目前至2015年加权平均资本成本为15%,2016年及以后年度降低为12%。	1	计算预测2016年的营业收入。	39204
38	data/figure/L3Q3_4/图片54.jpg	某公司2013年的财务报表数据摘要如图所示（单位：万元）预计2014年~2015年的销售收入增长率为10%,2016年及以后销售收入增长率降低为8%。 假设今后保持2013年的年末各项资产的周转率和资本结构(金融负债和股东权益)不变，经营流动负债和经营长期负债与销售收入同比例增长。各项营业成本费用与收入同比例增长，各项所得税税率均为25%。企业的筹资政策是:权益资本的筹集优先选择利润留存， 不足部分考虑增发普通股，剩余部分全部派发股利；债务资本的筹集选择长期借款，长期借款的年利率以及计息方式均保持2013的水平不变。 目前至2015年加权平均资本成本为15%,2016年及以后年度降低为13%。	2	根据现金流量折现法计算该公司的实体价值（假设负债的市场价值等于其账面价值）	65685.93
39	data/figure/L3Q3_4/图片55.jpg,data/figure/L3Q3_4/图片56.jpg	戊公司是一家上市公司，为了综合分析上年度的经营业绩，公司董事会召开专门会议进行讨论。公司相关资料如下：资料一：戊公司资产负债表如图所示。资料二：戊公司及行业标杆企业部分财务指标如图所示（财务指标的计算如需年初、年末平均数时使用年末数代替）注：表中“×”表示省略的数据资料三：戊公司2013年销售收入为146977万元。净利润为9480万元	1	计算图中戊公司的流动比率。	1.5
39	data/figure/L3Q3_4/图片55.jpg,data/figure/L3Q3_4/图片56.jpg	戊公司是一家上市公司，为了综合分析上年度的经营业绩，公司董事会召开专门会议进行讨论。公司相关资料如下：资料一：戊公司资产负债表如图所示。资料二：戊公司及行业标杆企业部分财务指标如图所示（财务指标的计算如需年初、年末平均数时使用年末数代替）注：表中“×”表示省略的数据资料三：戊公司2013年销售收入为146977万元。净利润为9481万元	2	计算图中行业标杆企业销售净利率。	0.1
39	data/figure/L3Q3_4/图片55.jpg,data/figure/L3Q3_4/图片56.jpg	戊公司是一家上市公司，为了综合分析上年度的经营业绩，公司董事会召开专门会议进行讨论。公司相关资料如下：资料一：戊公司资产负债表如图所示。资料二：戊公司及行业标杆企业部分财务指标如图所示（财务指标的计算如需年初、年末平均数时使用年末数代替）注：表中“×”表示省略的数据资料三：戊公司2013年销售收入为146977万元。净利润为9482万元	3	计算戊公司2013年净资产收益率与行业标杆企业的差异。	-2.3%
40	data/figure/L3Q3_4/图片57.jpg,data/figure/L3Q3_4/图片58.jpg	神龙能源2013年度的资产负债表和利润表如图所示。公司的货币资金全部是经营活动必需的资金，长期应付款是经营活动引起的；利润表中的资产减值损失是经营资产减值带来的损失，公允价值变动收益属于交易性金融资产公允价值变动产生的收益。	1	计算神龙能源2013年度的净经营资产。	2000
40	data/figure/L3Q3_4/图片57.jpg,data/figure/L3Q3_4/图片58.jpg	神龙能源2013年度的资产负债表和利润表如图所示。公司的货币资金全部是经营活动必需的资金，长期应付款是经营活动引起的；利润表中的资产减值损失是经营资产减值带来的损失，公允价值变动收益属于交易性金融资产公允价值变动产生的收益。	2	计算神龙能源2013年度的税后经营净利润。	330
40	data/figure/L3Q3_4/图片57.jpg,data/figure/L3Q3_4/图片58.jpg	神龙能源2013年度的资产负债表和利润表如图所示。公司的货币资金全部是经营活动必需的资金，长期应付款是经营活动引起的；利润表中的资产减值损失是经营资产减值带来的损失，公允价值变动收益属于交易性金融资产公允价值变动产生的收益。	3	计算神龙能源2013年度的剩余净金融支出(为了简化起见，涉及资产负债表调整数据根据年末数计算)。假设净经营资产要求的报酬率和权益投资要求的报酬率分别为15%和18%。	-44.25
41	data/figure/L3Q3_4/图片59.jpg,data/figure/L3Q3_4/图片60.jpg,data/figure/L3Q3_4/图片61.jpg,data/figure/L3Q3_4/图片62.jpg,data/figure/L3Q3_4/图片63.jpg	甲公司是一家制造业企业，下设一基本生产车间，生产 A、B 两种产品。A、B 产品分别由不同的班组加工，领用不同的材料。A 产品有 A-1、A-2 和 A-3 三种型号，加工工艺、耗用材料基本相同；B 产品有 B-1 和 B-2 两种型号，加工工艺、耗用材料基本相同。公司采用品种法计算产品成本，直接材料、直接人工直接计入 A、B 产品，制造费用按当月定额工时在 A、B 产品之间分配。原材料在开工时一次投入，直接人工、制造费用随加工进度陆续发生。公司先分配完工产品与月末在产品成本，再在同一产品不同型号之间分配完工产品成本，均采用定额比例法。2021 年 7 月相关资料如下：(1)单位完工产品定额如图。(2)月初在产品实际成本如图。(3)本月直接材料、直接人工和定额工时如图。(4)本月基本生产车间发生制造费用 942 000 元。(5)本月完工产品数量如图。(6)月末在产品材料定额成本和定额工时如图。	1	计算制造费用分配率。	20
41	data/figure/L3Q3_4/图片59.jpg,data/figure/L3Q3_4/图片60.jpg,data/figure/L3Q3_4/图片61.jpg,data/figure/L3Q3_4/图片62.jpg,data/figure/L3Q3_4/图片63.jpg	甲公司是一家制造业企业，下设一基本生产车间，生产 A、B 两种产品。A、B 产品分别由不同的班组加工，领用不同的材料。A 产品有 A-1、A-2 和 A-3 三种型号，加工工艺、耗用材料基本相同；B 产品有 B-1 和 B-2 两种型号，加工工艺、耗用材料基本相同。公司采用品种法计算产品成本，直接材料、直接人工直接计入 A、B 产品，制造费用按当月定额工时在 A、B 产品之间分配。原材料在开工时一次投入，直接人工、制造费用随加工进度陆续发生。公司先分配完工产品与月末在产品成本，再在同一产品不同型号之间分配完工产品成本，均采用定额比例法。2021 年 7 月相关资料如下：(1)单位完工产品定额如图。(2)月初在产品实际成本如图。(3)本月直接材料、直接人工和定额工时如图。(4)本月基本生产车间发生制造费用 942 000 元。(5)本月完工产品数量如图。(7)月末在产品材料定额成本和定额工时如图。	2	计算B 产品制造费用。	482000
41	data/figure/L3Q3_4/图片59.jpg,data/figure/L3Q3_4/图片60.jpg,data/figure/L3Q3_4/图片61.jpg,data/figure/L3Q3_4/图片62.jpg,data/figure/L3Q3_4/图片63.jpg	甲公司是一家制造业企业，下设一基本生产车间，生产 A、B 两种产品。A、B 产品分别由不同的班组加工，领用不同的材料。A 产品有 A-1、A-2 和 A-3 三种型号，加工工艺、耗用材料基本相同；B 产品有 B-1 和 B-2 两种型号，加工工艺、耗用材料基本相同。公司采用品种法计算产品成本，直接材料、直接人工直接计入 A、B 产品，制造费用按当月定额工时在 A、B 产品之间分配。原材料在开工时一次投入，直接人工、制造费用随加工进度陆续发生。公司先分配完工产品与月末在产品成本，再在同一产品不同型号之间分配完工产品成本，均采用定额比例法。2021 年 7 月相关资料如下：(1)单位完工产品定额如图。(2)月初在产品实际成本如图。(3)本月直接材料、直接人工和定额工时如图。(4)本月基本生产车间发生制造费用 942 000 元。(5)本月完工产品数量如图。(8)月末在产品材料定额成本和定额工时如图。	3	计算A 产品的月末在产品成本。	1472100
41	data/figure/L3Q3_4/图片59.jpg,data/figure/L3Q3_4/图片60.jpg,data/figure/L3Q3_4/图片61.jpg,data/figure/L3Q3_4/图片62.jpg,data/figure/L3Q3_4/图片63.jpg	甲公司是一家制造业企业，下设一基本生产车间，生产 A、B 两种产品。A、B 产品分别由不同的班组加工，领用不同的材料。A 产品有 A-1、A-2 和 A-3 三种型号，加工工艺、耗用材料基本相同；B 产品有 B-1 和 B-2 两种型号，加工工艺、耗用材料基本相同。公司采用品种法计算产品成本，直接材料、直接人工直接计入 A、B 产品，制造费用按当月定额工时在 A、B 产品之间分配。原材料在开工时一次投入，直接人工、制造费用随加工进度陆续发生。公司先分配完工产品与月末在产品成本，再在同一产品不同型号之间分配完工产品成本，均采用定额比例法。2021 年 7 月相关资料如下：(1)单位完工产品定额如图。(2)月初在产品实际成本如图。(3)本月直接材料、直接人工和定额工时如图。(4)本月基本生产车间发生制造费用 942 000 元。(5)本月完工产品数量如图。(9)月末在产品材料定额成本和定额工时如图。	4	计算A产品A-2型号的单位实际成本。	1098
42	data/figure/L3Q3_4/图片64.jpg	已知:某公司20×1年销售收入为40000万元，税后净利2000万元，发放股利1000万元，20×1 年12月31日的资产负债表(简表)如图所示(单位:万元)假设货币资金均为经营资产。预计该公司20×2年销售增长30%,销售净利率提高10%,股利支付率保持不变	1	预测该公司在不保留金融资产的情况下的外部融资需求额。	1070
43	data/figure/L3Q3_4/图片65.jpg	B公司目前生产一种产品，该产品的适销期预计还有6年，公司计划6年后停产该产品。生产该产品的设备已使用5年，比较陈旧，运行成本(人工费、维修费和能源消耗等)和残次品率较高。目前市场上出现了一种新设备，其生产能力、生产产品的质量与现有设备相同。设备虽然购置成本较高，但运行成本较低，并且可以减少存货占用资金、降低残次品率。除此以外的其他方面，新设备与旧设备没有显著差别。 B公司正在研究是否应将现有旧设备更换为新设备，有关的资料如下(单位:元):；B公司更新设备投资的资本成本为10%,所得税税率为25%;固定资产的会计折旧政策与税法有关规定相同。 	1	计算B公司继续使用旧设备的相关现金流出总现值	-430562.95
43	data/figure/L3Q3_4/图片65.jpg	B公司目前生产一种产品，该产品的适销期预计还有6年，公司计划6年后停产该产品。生产该产品的设备已使用5年，比较陈旧，运行成本(人工费、维修费和能源消耗等)和残次品率较高。目前市场上出现了一种新设备，其生产能力、生产产品的质量与现有设备相同。设备虽然购置成本较高，但运行成本较低，并且可以减少存货占用资金、降低残次品率。除此以外的其他方面，新设备与旧设备没有显著差别。 B公司正在研究是否应将现有旧设备更换为新设备，有关的资料如下(单位:元):；B公司更新设备投资的资本成本为10%,所得税税率为25%;固定资产的会计折旧政策与税法有关规定相同。 	2	计算B公司更换新设备方案的相关现金流出总现值。 	-475070.48
43	data/figure/L3Q3_4/图片65.jpg	B公司目前生产一种产品，该产品的适销期预计还有6年，公司计划6年后停产该产品。生产该产品的设备已使用5年，比较陈旧，运行成本(人工费、维修费和能源消耗等)和残次品率较高。目前市场上出现了一种新设备，其生产能力、生产产品的质量与现有设备相同。设备虽然购置成本较高，但运行成本较低，并且可以减少存货占用资金、降低残次品率。除此以外的其他方面，新设备与旧设备没有显著差别。 B公司正在研究是否应将现有旧设备更换为新设备，有关的资料如下(单位:元):；B公司更新设备投资的资本成本为10%,所得税税率为25%;固定资产的会计折旧政策与税法有关规定相同。 	3	计算两个方案的净差额。	44507.53
44	data/figure/L3Q3_4/图片66.jpg	甲公司生产 X、Y 两种产品，2022 年 7 月 X 产品产量 4000 件，Y 产品产量 1000件。甲公司采用作业成本法分配间接成本。相关数据如图所示；	1	X 产品的单位间接成本是多少？	3875
45	data/figure/L3Q3_4/图片67.jpg	甲公司机修车间总成本与机修工时呈线性关系：y＝a＋bx，其中 a 为月固定成本，b 为单位变动成本。为构建模型，拟用最近 5 个月的实际成本数据测算 a 与 b。相关数据如图所示。	1	假设全年固定成本是月固定成本的 12 倍。2023 年机修车间预计提供 1200 小时机修服务，根据该模型测算，最接近预计机修总成本的是多少？	8400
46	data/figure/L3Q3_4/图片68.jpg	某投资者以 100 万元构建投资组合，该组合由 50 万元甲股票和 50 万元乙股票组成。甲、乙股票期望报酬率的相关系数为 0.2，无风险报酬率为 2%，市场风险溢价为 8%，其他相关信息如图所示。	1	关于该投资组合，计算贝塔系数。	1
46	data/figure/L3Q3_4/图片68.jpg	某投资者以 100 万元构建投资组合，该组合由 50 万元甲股票和 50 万元乙股票组成。甲、乙股票期望报酬率的相关系数为 0.2，无风险报酬率为 2%，市场风险溢价为 9%，其他相关信息如图所示。	2	关于该投资组合，必要报酬率为多少？	0.1
47	data/figure/L3Q3_4/图片69.jpg,data/figure/L3Q3_4/图片70.jpg,data/figure/L3Q3_4/图片71.jpg,data/figure/L3Q3_4/图片72.jpg	甲公司产销一种产品，有两个基本生产车间，第一车间半成品直接转入第二车间，第二车间继续加工成产成品，每生产 1 件产成品耗用 2 件半成品。第一车间原材料随加工进度陆续投入，投料进度与加工进度一致，加工费用陆续均匀发生。第二车间耗用的半成品与其他材料均在生产开始时一次投入，加工费用陆续均匀发生。第一车间和第二车间留存的月末在产品相对于本车间的完工进度均为 50%。公司采用平行结转分步法计算产品成本，采用约当产量法（加权平均法）在产成品与月末在产品之间分配生产费用。甲公司设有机修，供电辅助生产车间，分别为第一、第二基本生产车间提供机修和电力服务，辅助生产车间之间也相互提供服务。公司采用交互分配法分配辅助生产费用。甲公司 2022 年 7 月成本资料如下：（1）本月产量如图所示。（2）月初在产品成本如图所示。（3）基本生产车间本月生产费如图所示。（4）机修车间本月生产费用 9000 元，提供维修服务 100 小时；供电车间本月生产费用 48000 元，提供电力 80000 度。各部门耗用辅助生产车间产品或服务的数据如图所示：	1	计算第一车间本月加工费用。	430000
47	data/figure/L3Q3_4/图片69.jpg,data/figure/L3Q3_4/图片70.jpg,data/figure/L3Q3_4/图片71.jpg,data/figure/L3Q3_4/图片72.jpg	甲公司产销一种产品，有两个基本生产车间，第一车间半成品直接转入第二车间，第二车间继续加工成产成品，每生产 1 件产成品耗用 2 件半成品。第一车间原材料随加工进度陆续投入，投料进度与加工进度一致，加工费用陆续均匀发生。第二车间耗用的半成品与其他材料均在生产开始时一次投入，加工费用陆续均匀发生。第一车间和第二车间留存的月末在产品相对于本车间的完工进度均为 50%。公司采用平行结转分步法计算产品成本，采用约当产量法（加权平均法）在产成品与月末在产品之间分配生产费用。甲公司设有机修，供电辅助生产车间，分别为第一、第二基本生产车间提供机修和电力服务，辅助生产车间之间也相互提供服务。公司采用交互分配法分配辅助生产费用。甲公司 2022 年 7 月成本资料如下：（1）本月产量如图所示。（2）月初在产品成本如图所示。（3）基本生产车间本月生产费如图所示。（4）机修车间本月生产费用 9000 元，提供维修服务 100 小时；供电车间本月生产费用 48000 元，提供电力 80001 度。各部门耗用辅助生产车间产品或服务的数据如图所示：	2	计算第二车间本月加工费用。	355000
47	data/figure/L3Q3_4/图片69.jpg,data/figure/L3Q3_4/图片70.jpg,data/figure/L3Q3_4/图片71.jpg,data/figure/L3Q3_4/图片72.jpg	甲公司产销一种产品，有两个基本生产车间，第一车间半成品直接转入第二车间，第二车间继续加工成产成品，每生产 1 件产成品耗用 2 件半成品。第一车间原材料随加工进度陆续投入，投料进度与加工进度一致，加工费用陆续均匀发生。第二车间耗用的半成品与其他材料均在生产开始时一次投入，加工费用陆续均匀发生。第一车间和第二车间留存的月末在产品相对于本车间的完工进度均为 50%。公司采用平行结转分步法计算产品成本，采用约当产量法（加权平均法）在产成品与月末在产品之间分配生产费用。甲公司设有机修，供电辅助生产车间，分别为第一、第二基本生产车间提供机修和电力服务，辅助生产车间之间也相互提供服务。公司采用交互分配法分配辅助生产费用。甲公司 2022 年 7 月成本资料如下：（1）本月产量如图所示。（2）月初在产品成本如图所示。（3）基本生产车间本月生产费如图所示。（4）机修车间本月生产费用 9000 元，提供维修服务 100 小时；供电车间本月生产费用 48000 元，提供电力 80002 度。各部门耗用辅助生产车间产品或服务的数据如图所示：	3	计算第二车间月末在产品直接材料成本	15000
48	data/figure/L3Q3_4/图片73.jpg	甲、乙公司已进入稳定增长状态，股票信息如图所示：	1	关于甲、乙股票投资，判断甲、乙股票资本利得收益率是否相同	否
48	data/figure/L3Q3_4/图片73.jpg	甲、乙公司已进入稳定增长状态，股票信息如图所示：	2	关于甲、乙股票投资，判断甲、乙股票股利收益率是否相同	是
49	data/figure/L3Q3_4/图片74.jpg	甲公司是一家制造企业，生产 A，B 两种产品，按照客户订单分批组织生产，采用分批法核算产品成本。由于产品生产工艺稳定，机械化程度较高，制造费用在总成本中比重较大，公司采用作业成本法按实际分配率分配制造费用。公司设有三个作业成本库：材料切割作业库，以切割次数作为成本动因；机器加工作业库，以机器工时作为成本动因；产品组装作业库，以人工工时作为成本动因。2018 年 9 月，公司将客户本月订购 A 产品的 18 个订单合并成901A 批，合计生产 2000 件产品；本月订购 B 产品的 6 个订单合并成 902B 批，合计生产 8000 件产品.A，B 产品各自领用 X 材料，共同耗用 Y 材料。X、Y 材料在各批次开工时一次领用，依次经材料切割、机器加工、产品组装三个作业完成生产。其中，材料切割在各批次开工时一次完成，机器加工和产品组装随完工进度陆续均匀发生。9 月末，901A 批产品全部完工；902B 批产品有 4000 件完工，4000 件尚未完工。902B 未完工产品机器加工完工进度50%，产品组装尚未开始。902B 生产成本采用约当产量法在完工产品和月末在产品之间进行分配。其他相关资料如下：（1）本月直接材料费用901A、902B 分别领用 X 材料的成本为 160 000 元、100 000 元；共同耗用 Y 材料 20 000 千克，单价 5元/千克，本月 901A、902B 的 Y 材料单耗相同，按产品产量进行分配。（2）本月制造费用如图所示。	1	计算Y 材料分配率。	10
49	data/figure/L3Q3_4/图片74.jpg	甲公司是一家制造企业，生产 A，B 两种产品，按照客户订单分批组织生产，采用分批法核算产品成本。由于产品生产工艺稳定，机械化程度较高，制造费用在总成本中比重较大，公司采用作业成本法按实际分配率分配制造费用。公司设有三个作业成本库：材料切割作业库，以切割次数作为成本动因；机器加工作业库，以机器工时作为成本动因；产品组装作业库，以人工工时作为成本动因。2018 年 9 月，公司将客户本月订购 A 产品的 18 个订单合并成901A 批，合计生产 2000 件产品；本月订购 B 产品的 6 个订单合并成 902B 批，合计生产 8000 件产品.A，B 产品各自领用 X 材料，共同耗用 Y 材料。X、Y 材料在各批次开工时一次领用，依次经材料切割、机器加工、产品组装三个作业完成生产。其中，材料切割在各批次开工时一次完成，机器加工和产品组装随完工进度陆续均匀发生。9 月末，901A 批产品全部完工；902B 批产品有 4000 件完工，4000 件尚未完工。902B 未完工产品机器加工完工进度50%，产品组装尚未开始。902B 生产成本采用约当产量法在完工产品和月末在产品之间进行分配。其他相关资料如下：（1）本月直接材料费用901A、902B 分别领用 X 材料的成本为 160 000 元、100 000 元；共同耗用 Y 材料 20 000 千克，单价 5元/千克，本月 901A、902B 的 Y 材料单耗相同，按产品产量进行分配。（3）本月制造费用如图所示。	2	计算902B 完工产品的直接材料费用	90000
50	data/figure/L3Q3_4/图片75.jpg,data/figure/L3Q3_4/图片76.jpg	甲公司是一家医疗器械企业，现对公司财务状况和经营成果进行分析，以发现和主要竞争对手乙公司的差异。（1）甲公司 2015 年主要财务数据如图所示；假设资产负债表项目中年末余额代表全年水平。（2）乙公司相关财务比率如图所示。	1	使用因素分析法，按照营业净利率，对 2015 年甲公司相对于乙公司权益净利率的差异进行定量分析。	-0.108
50	data/figure/L3Q3_4/图片75.jpg,data/figure/L3Q3_4/图片76.jpg	甲公司是一家医疗器械企业，现对公司财务状况和经营成果进行分析，以发现和主要竞争对手乙公司的差异。（1）甲公司 2015 年主要财务数据如图所示；假设资产负债表项目中年末余额代表全年水平。（3）乙公司相关财务比率如图所示。	2	使用因素分析法，按照总资产周转率，对 2015 年甲公司相对于乙公司权益净利率的差异进行定量分析。	0.117
50	data/figure/L3Q3_4/图片75.jpg,data/figure/L3Q3_4/图片76.jpg	甲公司是一家医疗器械企业，现对公司财务状况和经营成果进行分析，以发现和主要竞争对手乙公司的差异。（1）甲公司 2015 年主要财务数据如图所示；假设资产负债表项目中年末余额代表全年水平。（4）乙公司相关财务比率如图所示。	3	使用因素分析法，按照权益乘数，对 2015 年甲公司相对于乙公司权益净利率的差异进行定量分析。	0.075
